Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:1n7AVWNbLx5OUhItzDTj4A,"#ПОШТА","#ПОШТА","Jerry Heil",2022-02-04,168214,1,false,,1970-01-01T00:00:00Z,"","Secret Service Digital & Publishing LTD",0.692,0.539,7,-6.065,0,0.0294,0.612,0.00000211,0.106,0.287,111.929,4
spotify:track:6keRNvHKCOhmySQa1jCX8P,"Калуські вечорниці (feat. Tember Blanche)","Калуські вечорниці (feat. Tember Blanche)","KALUSH;Tember Blanche",2021-12-17,180500,45,false,,1970-01-01T00:00:00Z,"","Columbia Local",0.836,0.721,7,-6.449,0,0.124,0.0796,0.000685,0.121,0.474,119.946,4
spotify:track:21B4gaTWnTkuSh77iWEXdS,"Juno","Short n' Sweet","Sabrina Carpenter",2024-08-23,223192,84,true,,1970-01-01T00:00:00Z,"pop","Island Records",0.633,0.725,5,-4.257,1,0.0427,0.0461,0,0.205,0.64,130.504,4
spotify:track:4OzqpuqnrPFL5DOg04ZS6K,"Пам’яті мало","Один в каное","Odyn v Kanoe",2021-06-06,271731,33,false,,1970-01-01T00:00:00Z,"","Kanoemusic",0.446,0.185,2,-10.746,0,0.0343,0.879,0.0000284,0.0808,0.123,103.953,4
spotify:track:5N1C1ii0IsKp1Ux3OXUM8C,"Miami","Miami","Apache 207",2024-08-01,184485,61,false,,1970-01-01T00:00:00Z,"deutscher hip-hop","Four Music/Feder Musik",0.9,0.611,6,-5.949,1,0.127,0.0845,0.000135,0.0753,0.905,111.98,4
spotify:track:2vHzOWRKYPLu8umRPIFuOq,"Stefania (Kalush Orchestra)","Stefania (Kalush Orchestra)","KALUSH;Kalush Orchestra",2022-03-18,180857,55,false,,1970-01-01T00:00:00Z,"","Columbia Local",0.832,0.817,2,-5.182,1,0.0422,0.145,0.00169,0.115,0.324,104.985,4
spotify:track:5VhvD0AKRprEaFtPNKGBQR,"Dumb & Poetic","Short n' Sweet","Sabrina Carpenter",2024-08-23,133478,70,true,,1970-01-01T00:00:00Z,"pop","Island Records",0.471,0.389,7,-5.421,1,0.0264,0.772,0,0.247,0.238,78.092,3
spotify:track:1GaryUv1GvE30dYJpFs08P,"Лісабон","Один в каное","Odyn v Kanoe",2021-06-06,237696,19,false,,1970-01-01T00:00:00Z,"","Kanoemusic",0.593,0.283,9,-10.826,0,0.0381,0.675,0.00000775,0.104,0.272,78.671,4
spotify:track:74ydV1NOt2aspP9dVOJPYD,"Достатньо","Достатньо","MamaRika;DOVI",2023-10-05,165517,41,false,,1970-01-01T00:00:00Z,"","ENKO",0.824,0.567,11,-5.46,0,0.111,0.223,0.000375,0.103,0.296,144.951,4
spotify:track:5561HkcMU0A4i3D6Tlsxhe,"Обійми","Земля","Okean Elzy",2013-05-15,224111,52,false,,1970-01-01T00:00:00Z,"","ТОВ "Суперсиметрія"",0.503,0.33,7,-9.522,0,0.0284,0.827,0.000721,0.0771,0.041,147.876,4
